Person ID,Date ID,Visit Duration
82341,2,Duration 3h
67855,2,Duration 10h
57498,2,Duration 3h
53468,2,Duration 3h
42161,2,Duration 6h
44260,2,Duration 5h
39192,2,Duration 3h
40379,2,Duration 3h
34691,2,Duration 3h
24463,2,Duration 4h
13246,2,Duration 3h
72231,2,Duration 7h
70643,2,Duration 3h
40843,2,Duration 5h
71520,2,Duration 10h
78944,2,Duration 10h-18h
49531,2,Duration 5h
25634,2,Duration 5h
57459,2,Duration 4h
82240,2,Duration 2h
57496,2,Duration 4h
19970,2,Duration 2h
71481,2,Duration 5h
78435,2,Duration 5h
19971,2,Duration 5h
40410,2,Duration 8h
6633,2,Duration 8h
39170,2,Duration 7h
43869,2,Duration 5h
24384,2,Duration 3h
40488,2,Duration 2h
40471,2,Duration 5h
72252,2,Duration 2h
57475,2,Duration 5h
15448,2,Duration 3h
69300,2,Duration 2h
39189,2,Duration 5h
15468,2,Duration 4h
39159,2,Duration 4h
40781,2,Duration 2h
54543,2,Duration 3h
44248,2,Duration 5h
18436,2,Duration 10h-18h
59076,2,Duration 3h
40635,2,Duration 6h
6169,2,Duration 5h
59088,2,Duration 4h
59468,2,Duration 5h
72248,2,Duration 3h
15452,2,Duration 10h-18h
59457,2,Duration 3h
71530,2,Duration 10h-18h
75315,2,Duration 10h-18h
39181,2,Duration 3h
31401,2,Duration 3h
15451,2,Duration 5h
9954,2,Duration 3h
57468,2,Duration 3h
40406,2,Duration 5h
24826,2,Duration 4h
59479,2,Duration 2h
43895,2,Duration 2h
78437,2,Duration 4h
7644,2,Duration 2h
21684,2,Duration 5h
79443,2,Duration 3h
75335,3,Duration 6h
59085,3,Duration 3h
40437,3,Duration 5h
43793,3,Duration 5h
17242,3,Duration 7h
13172,3,Duration 5h
56511,3,Duration 3h
8743,3,Duration 5h
43862,3,Duration 6h
67866,3,Duration 3h
56146,3,Duration 10h-18h
71466,3,Duration 4h
71512,3,Duration 5h
40504,3,Duration 10h
39192,3,Duration 3h
71497,3,Duration 3h
22395,3,Duration 4h
43802,3,Duration 9h
6629,3,Duration 9h
70648,3,Duration 3h
34691,3,Duration 10h
71489,3,Duration 10h
69059,3,Duration 4h
40426,3,Duration 4h
54540,3,Duration 3h
57483,3,Duration 7h
40448,3,Duration 9h
70643,3,Duration 4h
38464,3,Duration 2h
24821,3,Duration 2h
19312,3,Duration 9h
45493,3,Duration 3h
78944,3,Duration 3h
27609,3,Duration 4h
82191,3,Duration 4h
25634,3,Duration 10h-18h
57459,3,Duration 3h
82240,3,Duration 10h-18h
21683,3,Duration 5h
59459,3,Duration 10h-18h
71500,3,Duration 7h
60529,3,Duration 9h
18434,3,Duration 7h
78435,3,Duration 10h
73175,3,Duration 4h
76822,3,Duration 10h-18h
39170,3,Duration 7h
75317,3,Duration 10h-18h
8592,3,Duration 4h
40471,3,Duration 5h
72252,3,Duration 10h-18h
57475,3,Duration 4h
37160,3,Duration 4h
26754,3,Duration 3h
64379,3,Duration 10h-18h
69300,3,Duration 7h
39189,3,Duration 5h
15468,3,Duration 10h-18h
6625,3,Duration 6h
24822,3,Duration 7h
80190,3,Duration 2h
56513,3,Duration 4h
40781,3,Duration 3h
54543,3,Duration 7h
44248,3,Duration 3h
67859,3,Duration 10h-18h
34695,3,Duration 4h
59443,3,Duration 3h
19,3,Duration 10h-18h
78440,3,Duration 3h
71503,3,Duration 5h
40635,3,Duration 3h
26747,3,Duration 4h
71473,3,Duration 4h
43823,3,Duration 5h
59468,3,Duration 10h-18h
72248,3,Duration 6h
15452,3,Duration 5h
5672,3,Duration 2h
19977,3,Duration 6h
43859,3,Duration 10h
18427,3,Duration 8h
43814,3,Duration 3h
75315,3,Duration 4h
39181,3,Duration 6h
31401,3,Duration 7h
18438,3,Duration 3h
80186,3,Duration 3h
84182,3,Duration 3h
9954,3,Duration 4h
57468,3,Duration 10h-18h
43875,3,Duration 3h
65743,3,Duration 10h-18h
24826,3,Duration 3h
59479,3,Duration 7h
43895,3,Duration 5h
24307,3,Duration 7h
27603,3,Duration 3h
16521,3,Duration 4h
79443,3,Duration 8h
69645,3,Duration 10h-18h
32829,3,Duration 8h
40758,3,Duration 10h-18h
19178,3,Duration 4h
48692,3,Duration 3h
54536,3,Duration 4h
69560,3,Duration 3h
26740,3,Duration 10h-18h
45495,3,Duration 5h
46193,3,Duration 5h
71532,3,Duration 9h
53467,3,Duration 7h
15475,3,Duration 4h
22400,3,Duration 3h
26767,3,Duration 2h
40403,3,Duration 3h
43820,3,Duration 3h
43870,3,Duration 10h-18h
43846,3,Duration 3h
75310,3,Duration 2h
13315,3,Duration 8h
78954,3,Duration 3h
78956,3,Duration 3h
27623,3,Duration 3h
71524,3,Duration 5h
39581,3,Duration 2h
43815,3,Duration 5h
32833,3,Duration 3h
39188,3,Duration 10h-18h
3850,3,Duration 10h
55741,3,Duration 10h-18h
45451,3,Duration 3h
75336,3,Duration 8h
40460,3,Duration 3h
45475,3,Duration 3h
65046,3,Duration 10h-18h
7656,3,Duration 3h
43868,3,Duration 5h
39200,3,Duration 8h
32831,3,Duration 3h
6635,3,Duration 4h
43843,3,Duration 3h
69351,3,Duration 3h
71464,3,Duration 10h
24832,3,Duration 4h
26763,3,Duration 10h-18h
40443,3,Duration 4h
43816,3,Duration 9h
58110,3,Duration 3h
63946,3,Duration 3h
15853,3,Duration 10h-18h
43885,3,Duration 6h
60515,3,Duration 10h-18h
68848,3,Duration 2h
71472,3,Duration 3h
60507,3,Duration 10h-18h
59474,3,Duration 5h
10810,3,Duration 3h
43856,3,Duration 3h
26382,3,Duration 5h
59456,3,Duration 4h
23821,3,Duration 4h
67869,3,Duration 10h-18h
17243,3,Duration 3h
58400,3,Duration 2h
75339,3,Duration 10h-18h
43854,3,Duration 4h
31875,3,Duration 10h
25631,3,Duration 8h
22408,3,Duration 3h
23488,3,Duration 3h
39168,3,Duration 2h
63785,3,Duration 3h
9171,3,Duration 3h
40500,3,Duration 3h
15474,3,Duration 6h
5007,3,Duration 5h
15449,3,Duration 10h
16895,3,Duration 6h
63869,3,Duration 10h
75331,3,Duration 5h
69497,3,Duration 7h
69071,3,Duration 3h
40609,3,Duration 7h
56519,3,Duration 3h
67416,3,Duration 10h-18h
43874,3,Duration 5h
54533,3,Duration 3h
76762,3,Duration 5h
71463,3,Duration 7h
15456,3,Duration 9h
22401,3,Duration 3h
71499,3,Duration 2h
57487,3,Duration 10h
34700,3,Duration 3h
39185,3,Duration 10h
5814,3,Duration 5h
57465,3,Duration 3h
25638,3,Duration 5h
84181,3,Duration 10h
16178,3,Duration 3h
39204,3,Duration 6h
9170,3,Duration 2h
43866,3,Duration 3h
13546,3,Duration 3h
41293,3,Duration 3h
48687,3,Duration 5h
15854,3,Duration 8h
22390,3,Duration 10h-18h
16891,3,Duration 3h
79446,3,Duration 10h-18h
28105,3,Duration 8h
19960,3,Duration 3h
45449,3,Duration 5h
56505,3,Duration 4h
31403,3,Duration 7h
15847,3,Duration 10h-18h
78449,3,Duration 3h
18432,3,Duration 4h
26778,3,Duration 9h
56145,3,Duration 2h
57474,3,Duration 5h
38306,3,Duration 5h
26764,3,Duration 4h
40481,3,Duration 3h
47348,3,Duration 10h-18h
43867,3,Duration 7h
26785,3,Duration 8h
75334,3,Duration 10h-18h
24321,3,Duration 3h
71478,3,Duration 3h
16892,3,Duration 3h
67422,3,Duration 3h
3855,3,Duration 3h
25870,3,Duration 3h
40454,3,Duration 3h
39158,3,Duration 3h
40427,3,Duration 3h
78953,3,Duration 10h-18h
3854,3,Duration 10h-18h
40431,3,Duration 3h
71507,3,Duration 3h
40470,3,Duration 7h
23782,3,Duration 5h
40423,3,Duration 4h
43817,3,Duration 10h-18h
59467,3,Duration 3h
71470,3,Duration 3h
25845,3,Duration 7h
22406,3,Duration 6h
32825,3,Duration 5h
71502,3,Duration 2h
83728,3,Duration 10h-18h
57466,3,Duration 3h
26376,3,Duration 7h
40393,3,Duration 5h
40390,3,Duration 10h-18h
71495,3,Duration 8h
21686,3,Duration 3h
26380,3,Duration 4h
72258,3,Duration 10h
3492,3,Duration 10h-18h
59480,3,Duration 3h
63721,3,Duration 3h
19949,3,Duration 7h
67060,3,Duration 3h
23859,3,Duration 7h
43841,3,Duration 5h
32819,3,Duration 10h-18h
9173,3,Duration 10h-18h
40502,3,Duration 5h
25632,3,Duration 10h-18h
3491,3,Duration 8h
45456,3,Duration 10h-18h
41295,3,Duration 5h
10811,3,Duration 3h
62869,3,Duration 10h
6630,3,Duration 3h
38298,3,Duration 5h
53464,3,Duration 7h
67417,3,Duration 7h
43813,3,Duration 5h
44249,3,Duration 6h
59448,3,Duration 6h
15458,3,Duration 4h
71522,3,Duration 9h
57494,3,Duration 10h-18h
40507,3,Duration 3h
40486,3,Duration 8h
67418,3,Duration 2h
67863,3,Duration 7h
71521,3,Duration 3h
67419,3,Duration 2h
7661,3,Duration 3h
43852,3,Duration 10h
43887,3,Duration 10h-18h
71533,3,Duration 3h
60521,3,Duration 7h
18435,3,Duration 3h
25628,3,Duration 5h
39177,3,Duration 10h-18h
55742,3,Duration 7h
59086,3,Duration 8h
19964,3,Duration 3h
15466,3,Duration 7h
45500,3,Duration 2h
59089,3,Duration 3h
22405,3,Duration 9h
55746,3,Duration 3h
64127,3,Duration 9h
15840,3,Duration 4h
44247,3,Duration 5h
32826,3,Duration 2h
34696,3,Duration 4h
78452,3,Duration 3h
70642,3,Duration 9h
25640,3,Duration 10h-18h
44259,3,Duration 4h
16,3,Duration 10h-18h
67857,3,Duration 3h
45477,3,Duration 5h
45465,3,Duration 7h
69095,3,Duration 3h
26788,3,Duration 4h
71527,3,Duration 6h
40439,3,Duration 3h
7657,3,Duration 10h-18h
16522,3,Duration 3h
60519,3,Duration 8h
22410,3,Duration 3h
26784,3,Duration 3h
40464,3,Duration 4h
40401,3,Duration 10h-18h
22389,3,Duration 5h
26744,3,Duration 10h-18h
67421,3,Duration 8h
42414,3,Duration 6h
78436,3,Duration 4h
78456,3,Duration 10h-18h
69460,3,Duration 9h
39178,3,Duration 3h
49533,3,Duration 10h-18h
54538,3,Duration 3h
10818,3,Duration 10h-18h
75337,3,Duration 10h
82193,3,Duration 4h
79800,3,Duration 3h
15436,3,Duration 3h
75328,3,Duration 10h-18h
8467,3,Duration 7h
24823,3,Duration 5h
44250,3,Duration 4h
9169,3,Duration 2h
70652,3,Duration 3h
15471,3,Duration 4h
32832,3,Duration 10h-18h
40424,3,Duration 10h-18h
19972,3,Duration 3h
40438,3,Duration 10h-18h
15438,3,Duration 10h
56507,3,Duration 10h
8466,3,Duration 3h
45491,3,Duration 10h-18h
8479,3,Duration 5h
16815,3,Duration 8h
59452,3,Duration 3h
61212,3,Duration 2h
7666,3,Duration 3h
69280,3,Duration 4h
78448,3,Duration 9h
71515,3,Duration 6h
43829,3,Duration 3h
13171,4,Duration 3h
40379,4,Duration 3h
61292,4,Duration 2h
59075,4,Duration 3h
39213,4,Duration 10h-18h
71470,4,Duration 3h
25845,4,Duration 4h
22406,4,Duration 7h
32825,4,Duration 4h
71502,4,Duration 3h
83728,4,Duration 3h
57466,4,Duration 3h
26376,4,Duration 3h
40393,4,Duration 6h
40390,4,Duration 3h
71495,4,Duration 2h
21686,4,Duration 10h-18h
26380,4,Duration 3h
72258,4,Duration 3h
3492,4,Duration 7h
59480,4,Duration 7h
63721,4,Duration 3h
19949,4,Duration 10h-18h
67060,4,Duration 3h
23859,4,Duration 3h
43841,4,Duration 3h
32819,4,Duration 3h
9173,4,Duration 3h
40502,4,Duration 4h
25632,4,Duration 3h
3491,4,Duration 5h
45456,4,Duration 7h
41295,4,Duration 3h
10811,4,Duration 10h-18h
62869,4,Duration 10h
6630,4,Duration 3h
38298,4,Duration 10h-18h
53464,4,Duration 9h
67417,4,Duration 4h
43813,4,Duration 5h
44249,4,Duration 3h
59448,4,Duration 3h
15458,4,Duration 2h
71522,4,Duration 10h
57494,4,Duration 8h
40507,4,Duration 2h
40486,4,Duration 4h
67418,4,Duration 5h
67863,4,Duration 7h
71521,4,Duration 10h-18h
67419,4,Duration 3h
7661,4,Duration 4h
43852,4,Duration 3h
43887,4,Duration 2h
71533,4,Duration 3h
60521,4,Duration 4h
18435,4,Duration 3h
25628,4,Duration 2h
39177,4,Duration 10h-18h
55742,4,Duration 7h
59086,4,Duration 3h
19964,4,Duration 3h
15466,4,Duration 3h
45500,4,Duration 2h
59089,4,Duration 3h
22405,4,Duration 4h
55746,4,Duration 10h-18h
64127,4,Duration 3h
15840,4,Duration 3h
44247,4,Duration 9h
32826,4,Duration 3h
34696,4,Duration 7h
78452,4,Duration 7h
70642,4,Duration 5h
25640,4,Duration 4h
44259,4,Duration 7h
16,4,Duration 5h
67857,4,Duration 5h
45477,4,Duration 5h
45465,4,Duration 4h
69095,4,Duration 7h
26788,4,Duration 2h
71527,4,Duration 3h
40439,4,Duration 2h
7657,4,Duration 10h-18h
16522,4,Duration 10h
60519,4,Duration 9h
22410,4,Duration 10h
6629,4,Duration 6h
70648,4,Duration 2h
34691,4,Duration 8h
71489,4,Duration 7h
69059,4,Duration 4h
40426,4,Duration 10h
45482,4,Duration 3h
71485,4,Duration 3h
40843,4,Duration 4h
71520,4,Duration 9h
71483,4,Duration 3h
22389,4,Duration 5h
26744,4,Duration 5h
67421,4,Duration 3h
45493,4,Duration 7h
78944,4,Duration 10h
27609,4,Duration 3h
75321,4,Duration 3h
57496,4,Duration 3h
19970,4,Duration 9h
71481,4,Duration 5h
53469,4,Duration 2h
78436,4,Duration 5h
78456,4,Duration 10h-18h
60529,4,Duration 3h
18434,4,Duration 3h
78435,4,Duration 5h
73175,4,Duration 9h
6639,4,Duration 3h
57477,4,Duration 8h
15833,4,Duration 7h
43869,4,Duration 3h
24384,4,Duration 3h
40488,4,Duration 7h
40478,4,Duration 10h-18h
54530,4,Duration 5h
57479,4,Duration 6h
39178,4,Duration 3h
49533,4,Duration 3h
54538,4,Duration 9h
8592,4,Duration 5h
40471,4,Duration 3h
72252,4,Duration 6h
57475,4,Duration 5h
37160,4,Duration 10h-18h
26754,4,Duration 3h
8633,4,Duration 6h
31405,4,Duration 7h
72244,4,Duration 10h
39159,4,Duration 7h
31876,4,Duration 4h
15438,4,Duration 5h
56507,4,Duration 8h
8466,4,Duration 10h
80190,4,Duration 3h
56513,4,Duration 4h
40781,4,Duration 7h
54543,4,Duration 3h
44248,4,Duration 3h
67859,4,Duration 3h
34695,4,Duration 3h
59443,4,Duration 3h
39209,4,Duration 6h
59481,4,Duration 7h
55743,4,Duration 3h
6169,4,Duration 3h
59088,4,Duration 5h
57476,4,Duration 3h
19979,4,Duration 7h
74089,4,Duration 4h
8479,4,Duration 4h
43823,4,Duration 7h
59468,4,Duration 5h
72248,4,Duration 3h
15452,4,Duration 7h
5672,4,Duration 4h
19977,4,Duration 5h
43859,4,Duration 4h
15463,4,Duration 4h
3856,4,Duration 10h-18h
15451,4,Duration 10h-18h
40394,4,Duration 5h
78453,4,Duration 10h
40430,4,Duration 3h
7666,4,Duration 9h
69280,4,Duration 3h
84182,4,Duration 4h
9954,4,Duration 5h
57468,4,Duration 3h
43875,4,Duration 8h
40480,4,Duration 2h
78437,4,Duration 10h-18h
7644,4,Duration 4h
21684,4,Duration 3h
72230,4,Duration 4h
71487,4,Duration 3h
9953,4,Duration 10h
71515,4,Duration 10h
43829,4,Duration 3h
16521,4,Duration 5h
79443,4,Duration 3h
69645,4,Duration 4h
32829,4,Duration 3h
40758,4,Duration 10h-18h
22396,4,Duration 3h
42361,4,Duration 6h
9172,4,Duration 4h
43825,4,Duration 2h
71535,4,Duration 2h
16525,4,Duration 5h
24609,4,Duration 4h
37159,4,Duration 3h
57463,4,Duration 10h-18h
15447,4,Duration 4h
71467,4,Duration 7h
43858,4,Duration 4h
8477,4,Duration 10h-18h
17969,4,Duration 9h
24584,4,Duration 4h
78952,4,Duration 10h
25287,4,Duration 3h
15850,4,Duration 2h
40508,4,Duration 6h
15852,4,Duration 3h
57449,4,Duration 10h
